Id,"Created At","Updated At",Type,Status,"Steam ID",Exterior,"Trade token",Qty,Amount,Currency,"Amount EUR (Approx.)",Name,"Transaction Id","Item Id"
97753009,"2017-04-01 13:05:03","2017-04-01 13:05:03",Product,Complete,,,,1,41.23,PLN,9.75,"Disgaea PC STEAM CD-KEY GLOBAL",44968289,50538188
97754418,"2017-04-01 13:15:08","2017-04-01 13:15:08","Product Commission",Complete,,,,1,-1.54,EUR,-1.54,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",44968941,50538956
97754419,"2017-04-01 13:15:08","2017-04-01 13:15:08","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44968941,50538956
97754420,"2017-04-01 13:15:08","2017-04-01 13:15:08",Product,Complete,,,,1,14.29,EUR,14.29,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",44968941,50538956
97756665,"2017-04-01 13:30:24","2017-04-01 13:30:24","Product Commission",Complete,,,,1,-3.58,PLN,-0.85,"Viscera Cleanup Detail STEAM CD-KEY GLOBAL",44969768,50540000
97756666,"2017-04-01 13:30:24","2017-04-01 13:30:24","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44969768,50540000
97756667,"2017-04-01 13:30:24","2017-04-01 13:30:24",Product,Complete,,,,1,33.15,PLN,7.84,"Viscera Cleanup Detail STEAM CD-KEY GLOBAL",44969768,50540000
97763403,"2017-04-01 14:19:02","2017-04-01 14:19:02","Product Commission",Complete,,,,1,-4.46,PLN,-1.05,"RWBY: Grimm Eclipse STEAM CD-KEY GLOBAL",44972744,50543466
97763404,"2017-04-01 14:19:02","2017-04-01 14:19:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44972744,50543466
97763405,"2017-04-01 14:19:02","2017-04-01 14:19:02",Product,Complete,,,,1,41.23,PLN,9.75,"RWBY: Grimm Eclipse STEAM CD-KEY GLOBAL",44972744,50543466
97765230,"2017-04-01 14:31:53","2017-04-01 14:31:53","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050868,66024
97770210,"2017-04-01 15:06:20","2017-04-01 15:06:20","Product Commission",Complete,,,,1,-0.65,USD,-0.60,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",44975521,50546721
97770211,"2017-04-01 15:06:20","2017-04-01 15:06:20","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44975521,50546721
97770212,"2017-04-01 15:06:20","2017-04-01 15:06:20",Product,Complete,,,,1,6.08,USD,5.58,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",44975521,50546721
97801353,"2017-04-01 18:29:05","2017-04-01 18:29:05","Product Commission",Complete,,,,1,-2.44,PLN,-0.58,"Crypt of the NecroDancer: AMPLIFIED EARLY ACCESS DLC STEAM CD-KEY GLOBAL",44988978,50562251
97801356,"2017-04-01 18:29:05","2017-04-01 18:29:05","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44988978,50562251
97801357,"2017-04-01 18:29:05","2017-04-01 18:29:05",Product,Complete,,,,1,22.70,PLN,5.37,"Crypt of the NecroDancer: AMPLIFIED EARLY ACCESS DLC STEAM CD-KEY GLOBAL",44988978,50562251
97806057,"2017-04-01 18:57:28","2017-04-01 18:57:28","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050870,37492
97806074,"2017-04-01 18:57:33","2017-04-01 18:57:33","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050869,42710
97806341,"2017-04-01 18:59:06","2017-04-01 18:59:06","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050868,66024
97806342,"2017-04-01 18:59:10","2017-04-01 18:59:10","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6023906,82494
97806348,"2017-04-01 18:59:14","2017-04-01 18:59:14","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900819,17508
97806360,"2017-04-01 18:59:18","2017-04-01 18:59:18","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900602,20056
97806361,"2017-04-01 18:59:22","2017-04-01 18:59:22","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900601,37305
97806368,"2017-04-01 18:59:30","2017-04-01 18:59:30","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900266,38757
97806376,"2017-04-01 18:59:33","2017-04-01 18:59:33","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900580,63058
97806564,"2017-04-01 19:01:07","2017-04-01 19:01:07","Product Commission",Complete,,,,1,-0.42,EUR,-0.42,"Weapon Shop Fantasy STEAM CD-KEY GLOBAL",44991192,50564770
97806565,"2017-04-01 19:01:07","2017-04-01 19:01:07","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44991192,50564770
97806566,"2017-04-01 19:01:07","2017-04-01 19:01:07",Product,Complete,,,,1,3.89,EUR,3.89,"Weapon Shop Fantasy STEAM CD-KEY GLOBAL",44991192,50564770
97807283,"2017-04-01 19:05:42","2017-04-01 19:05:42","Product Commission",Complete,,,,1,-0.42,EUR,-0.42,"Weapon Shop Fantasy STEAM CD-KEY GLOBAL",44991534,50565173
97807284,"2017-04-01 19:05:42","2017-04-01 19:05:42","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44991534,50565173
97807285,"2017-04-01 19:05:42","2017-04-01 19:05:42",Product,Complete,,,,1,3.89,EUR,3.89,"Weapon Shop Fantasy STEAM CD-KEY GLOBAL",44991534,50565173
97810807,"2017-04-01 19:28:25","2017-04-01 19:28:25","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900266,38757
97811336,"2017-04-01 19:32:05","2017-04-01 19:32:05","Product Commission",Complete,,,,1,-0.24,EUR,-0.24,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",44992789,50566684
97811340,"2017-04-01 19:32:05","2017-04-01 19:32:05","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44992789,50566684
97811341,"2017-04-01 19:32:05","2017-04-01 19:32:05",Product,Complete,,,,1,2.19,EUR,2.19,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",44992789,50566684
97815325,"2017-04-01 19:59:04","2017-04-01 19:59:04","Product Commission",Complete,,,,1,-0.64,USD,-0.59,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",44995008,50569268
97815326,"2017-04-01 19:59:04","2017-04-01 19:59:04","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44995008,50569268
97815327,"2017-04-01 19:59:04","2017-04-01 19:59:04",Product,Complete,,,,1,5.97,USD,5.48,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",44995008,50569268
97815916,"2017-04-01 20:02:32","2017-04-01 20:02:32","Product Commission",Complete,,,,1,-0.43,GBP,-0.51,"Headlander STEAM CD-KEY GLOBAL",44995199,50569500
97815917,"2017-04-01 20:02:32","2017-04-01 20:02:32","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,44995199,50569500
97815918,"2017-04-01 20:02:32","2017-04-01 20:02:32",Product,Complete,,,,1,3.92,GBP,4.66,"Headlander STEAM CD-KEY GLOBAL",44995199,50569500
97831359,"2017-04-01 21:58:01","2017-04-01 21:58:01","Product Commission",Complete,,,,1,-1.79,EUR,-1.79,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45001536,50576817
97831360,"2017-04-01 21:58:01","2017-04-01 21:58:01","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45001536,50576817
97831361,"2017-04-01 21:58:01","2017-04-01 21:58:01",Product,Complete,,,,1,16.59,EUR,16.59,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45001536,50576817
97832166,"2017-04-01 22:04:03","2017-04-01 22:04:03","Product Commission",Complete,,,,1,-14.71,SEK,-1.53,"Danganronpa 2: Goodbye Despair STEAM CD-KEY GLOBAL",45001882,50577218
97832170,"2017-04-01 22:04:03","2017-04-01 22:04:03","Selected Offer Provision (Boost Price)",Complete,,,,1,-13.65,SEK,-1.42,"Danganronpa 2: Goodbye Despair STEAM CD-KEY GLOBAL",45001882,50577218
97832171,"2017-04-01 22:04:03","2017-04-01 22:04:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45001882,50577218
97832172,"2017-04-01 22:04:03","2017-04-01 22:04:03",Product,Complete,,,,1,150.12,SEK,15.56,"Danganronpa 2: Goodbye Despair STEAM CD-KEY GLOBAL",45001882,50577218
97832880,"2017-04-01 22:09:30","2017-04-01 22:09:30","Product Commission",Complete,,,,1,-1.79,EUR,-1.79,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45002101,50577457
97832881,"2017-04-01 22:09:30","2017-04-01 22:09:30","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45002101,50577457
97832882,"2017-04-01 22:09:30","2017-04-01 22:09:30",Product,Complete,,,,1,16.59,EUR,16.59,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45002101,50577457
97835312,"2017-04-01 22:29:56","2017-04-01 22:29:56","Product Commission",Complete,,,,1,-1.53,GBP,-1.82,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45003093,50578597
97835313,"2017-04-01 22:29:56","2017-04-01 22:29:56","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45003093,50578597
97835314,"2017-04-01 22:29:56","2017-04-01 22:29:56",Product,Complete,,,,1,14.18,GBP,16.86,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45003093,50578597
97838133,"2017-04-01 22:57:30","2017-04-01 22:57:30","Product Commission",Complete,,,,1,-0.53,USD,-0.49,"Headlander STEAM CD-KEY GLOBAL",45004276,50579929
97838134,"2017-04-01 22:57:30","2017-04-01 22:57:30","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45004276,50579929
97838135,"2017-04-01 22:57:30","2017-04-01 22:57:30",Product,Complete,,,,1,4.90,USD,4.50,"Headlander STEAM CD-KEY GLOBAL",45004276,50579929
97842795,"2017-04-01 23:47:16","2017-04-01 23:47:16","Product Commission",Complete,,,,1,-2.50,AUD,-1.72,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45006240,50582184
97842796,"2017-04-01 23:47:16","2017-04-01 23:47:16","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45006240,50582184
97842797,"2017-04-01 23:47:16","2017-04-01 23:47:16",Product,Complete,,,,1,23.17,AUD,15.92,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45006240,50582184
97842978,"2017-04-01 23:49:04","2017-04-01 23:49:04","Product Commission",Complete,,,,1,-2.50,AUD,-1.72,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45006306,50582259
97842979,"2017-04-01 23:49:04","2017-04-01 23:49:04","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45006306,50582259
97842980,"2017-04-01 23:49:04","2017-04-01 23:49:04",Product,Complete,,,,1,23.17,AUD,15.92,"Divinity: Original Sin - Enhanced Edition STEAM CD-KEY GLOBAL",45006306,50582259
97843904,"2017-04-01 23:58:36","2017-04-01 23:58:36","Product Commission",Complete,,,,1,-0.26,USD,-0.24,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",45006659,50582667
97843905,"2017-04-01 23:58:36","2017-04-01 23:58:36","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45006659,50582667
97843906,"2017-04-01 23:58:36","2017-04-01 23:58:36",Product,Complete,,,,1,2.34,USD,2.15,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",45006659,50582667
97844706,"2017-04-02 00:07:02","2017-04-02 00:07:02","Product Commission",Complete,,,,1,-0.26,USD,-0.24,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",45007007,50583078
97844707,"2017-04-02 00:07:02","2017-04-02 00:07:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45007007,50583078
97844708,"2017-04-02 00:07:02","2017-04-02 00:07:02",Product,Complete,,,,1,2.34,USD,2.15,"The Sims 3 Pets DLC STEAM CD-KEY GLOBAL",45007007,50583078
97849493,"2017-04-02 01:01:06","2017-04-02 01:01:06","Product Commission",Complete,,,,1,-0.91,USD,-0.84,"Viscera Cleanup Detail STEAM CD-KEY GLOBAL",45008919,50585258
97849497,"2017-04-02 01:01:06","2017-04-02 01:01:06","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45008919,50585258
97849498,"2017-04-02 01:01:06","2017-04-02 01:01:06",Product,Complete,,,,1,8.41,USD,7.72,"Viscera Cleanup Detail STEAM CD-KEY GLOBAL",45008919,50585258
97861842,"2017-04-02 03:57:03","2017-04-02 03:57:03","Product Commission",Complete,,,,1,-0.64,USD,-0.59,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45014285,50591353
97861845,"2017-04-02 03:57:03","2017-04-02 03:57:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45014285,50591353
97861846,"2017-04-02 03:57:03","2017-04-02 03:57:03",Product,Complete,,,,1,5.97,USD,5.48,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45014285,50591353
97873199,"2017-04-02 07:04:07","2017-04-02 07:04:07","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6061918,6161
97875001,"2017-04-02 07:32:17","2017-04-02 07:32:17","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050869,42710
97875003,"2017-04-02 07:32:21","2017-04-02 07:32:21","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050868,66024
97875004,"2017-04-02 07:32:25","2017-04-02 07:32:25","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6023906,82494
97875066,"2017-04-02 07:33:08","2017-04-02 07:33:08","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900266,38757
97875076,"2017-04-02 07:33:12","2017-04-02 07:33:12","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5900580,63058
97875996,"2017-04-02 07:47:03","2017-04-02 07:47:03","Product Commission",Complete,,,,1,-0.51,USD,-0.47,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45020181,50598192
97875998,"2017-04-02 07:47:03","2017-04-02 07:47:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45020181,50598192
97876000,"2017-04-02 07:47:03","2017-04-02 07:47:03",Product,Complete,,,,1,4.80,USD,4.41,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45020181,50598192
97876552,"2017-04-02 07:53:45","2017-04-02 07:53:45","Product Commission",Complete,,,,1,-0.63,USD,-0.58,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45020396,50598446
97876553,"2017-04-02 07:53:45","2017-04-02 07:53:45","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45020396,50598446
97876554,"2017-04-02 07:53:45","2017-04-02 07:53:45",Product,Complete,,,,1,5.86,USD,5.38,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45020396,50598446
97876827,"2017-04-02 07:58:03","2017-04-02 07:58:03","Product Commission",Complete,,,,1,-7.01,RON,-1.55,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",45020541,50598602
97876830,"2017-04-02 07:58:03","2017-04-02 07:58:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45020541,50598602
97876831,"2017-04-02 07:58:03","2017-04-02 07:58:03",Product,Complete,,,,1,65.06,RON,14.35,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",45020541,50598602
97876835,"2017-04-02 07:58:03","2017-04-02 07:58:03","Product Commission",Complete,,,,1,-2.69,RON,-0.59,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45020541,50598604
97876837,"2017-04-02 07:58:03","2017-04-02 07:58:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45020541,50598604
97876838,"2017-04-02 07:58:03","2017-04-02 07:58:03",Product,Complete,,,,1,24.99,RON,5.51,"BlazBlue: Chronophantasma Extend STEAM CD-KEY GLOBAL",45020541,50598604
97878167,"2017-04-02 08:15:05","2017-04-02 08:15:05","Product Commission",Complete,,,,1,-1.54,EUR,-1.54,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",45021097,50599260
97878168,"2017-04-02 08:15:05","2017-04-02 08:15:05","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45021097,50599260
97878169,"2017-04-02 08:15:05","2017-04-02 08:15:05",Product,Complete,,,,1,14.29,EUR,14.29,"Danganronpa: Trigger Happy Havoc STEAM CD-KEY GLOBAL",45021097,50599260
97879341,"2017-04-02 08:29:12","2017-04-02 08:29:12","Product Commission",Complete,,,,1,-0.48,EUR,-0.48,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45021620,50599900
97879342,"2017-04-02 08:29:12","2017-04-02 08:29:12","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45021620,50599900
97879344,"2017-04-02 08:29:12","2017-04-02 08:29:12",Product,Complete,,,,1,4.49,EUR,4.49,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45021620,50599900
97892606,"2017-04-02 10:45:35","2017-04-02 10:45:35","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6050870,37492
97896040,"2017-04-02 11:16:03","2017-04-02 11:16:03","Product Commission",Complete,,,,1,-0.41,GBP,-0.49,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45028530,50608044
97896041,"2017-04-02 11:16:03","2017-04-02 11:16:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45028530,50608044
97896044,"2017-04-02 11:16:03","2017-04-02 11:16:03",Product,Complete,,,,1,3.84,GBP,4.56,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45028530,50608044
97896587,"2017-04-02 11:21:15","2017-04-02 11:21:15","Product Commission",Complete,,,,1,-0.48,EUR,-0.48,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45028747,50608297
97896589,"2017-04-02 11:21:15","2017-04-02 11:21:15","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45028747,50608297
97896591,"2017-04-02 11:21:15","2017-04-02 11:21:15",Product,Complete,,,,1,4.49,EUR,4.49,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45028747,50608297
97910504,"2017-04-02 13:22:56","2017-04-02 13:22:56","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6061919,47197
97913093,"2017-04-02 13:43:04","2017-04-02 13:43:04","Product Commission",Complete,,,,1,-0.51,USD,-0.47,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45035776,50616525
97913095,"2017-04-02 13:43:04","2017-04-02 13:43:04","Selected Offer Provision (Boost Price)",Complete,,,,1,-1.20,USD,-1.10,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45035776,50616525
97913096,"2017-04-02 13:43:04","2017-04-02 13:43:04","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45035776,50616525
97913098,"2017-04-02 13:43:04","2017-04-02 13:43:04",Product,Complete,,,,1,5.99,USD,5.50,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45035776,50616525
97915808,"2017-04-02 14:03:36","2017-04-02 14:03:36","Product Commission",Complete,,,,1,-0.41,GBP,-0.49,"Car Mechanic Simulator 2015 Gold Edition STEAM CD-KEY GLOBAL",45036885,50617847
